ID,Screen name,Foto Profil,Following,Following kurang 30,Followers,Followers lebih 1000,Tweet,Tweet kurang 50,Lokasi,URL,Deskripsi,Follower Ratio 2:1,Follower Ratio 50:1,Follower Ratio 100:1,Pola Aktivitas Akun,Usia Akun (bulan),Usia Akun kurang sama dengan 12,Rataan Tweet per Minggu,Retweet Ratio %,Retweet Ratio lebih sama dengan 60,Kategori
"1,22E+23",1,1,447,0,117,0,7979,0,1,0,1,0,0,0,0,2,1,11,70,1,1
"1,22E+23",1,1,988,0,920,0,5252,0,1,1,1,0,0,0,0,2,1,720,71,1,1
1089898998930956288,1,0,242,0,152,1,8489,0,0,0,1,0,0,0,0,2,1,660,72,1,1
"1,22E+23",0,1,135,0,97,0,1972,0,1,1,1,0,0,0,0,2,1,3.7,73,1,1
"1,22E+22",0,0,529,0,202,0,1245,0,1,0,0,0,0,0,0,2,1,2.8,73,1,1
"1,21E+23",1,0,1011,0,330,1,8036,0,0,1,1,0,0,0,0,2,1,690,73,1,1
"1,22E+23",1,0,1278,0,698,0,5874,0,0,0,1,1,0,0,0,2,1,11,74,1,1
"1,32E+23",0,1,729,0,130,0,5436,0,0,0,0,1,0,0,1,2,1,85,75,1,1
"1,31E+23",0,0,2169,0,2121,1,9238,0,0,1,1,0,0,0,1,2,1,21.5,75,1,1
"1,22E+23",0,0,1877,0,289,0,9977,0,0,1,1,0,0,0,1,2,1,34,75,1,1
"1,30E+23",0,0,185,0,57,0,5259,0,0,0,1,1,0,0,1,2,1,200,75,1,1
1298182875997585413,0,0,740,0,578,0,1263,0,0,1,1,1,0,0,1,2,1,48,75,1,1
"1,32E+23",1,1,852,0,218,0,208,0,1,0,0,0,0,0,0,3,1,18,2,0,0
"1,32E+22",1,0,1014,0,93,1,481,0,1,0,0,0,0,0,1,3,1,33,43,0,1
"1,32E+23",1,1,280,0,182,0,17,1,1,0,0,0,0,0,0,3,1,1.5,0,0,1
"1,32E+23",1,1,1443,0,906,0,1222,0,1,0,0,0,0,0,1,3,1,57,60,1,1
"1,32E+23",1,1,485,0,373,0,2014,0,1,0,1,0,0,0,1,3,1,160,0,0,1
"1,32E+23",1,1,557,0,485,0,1761,0,1,0,1,0,0,0,1,3,1,150,0,0,1
"1,31E+23",1,1,159,0,22,0,51,0,1,0,0,0,0,0,0,3,1,3.7,3,0,0
"1,32E+23",1,1,413,0,359,0,566,0,1,1,0,0,0,0,1,3,1,25,41,0,1
"1,32E+21",1,1,565,0,1365,1,558,0,1,1,0,0,0,0,1,3,1,94,0,0,1
"1,31E+23",0,1,221,0,109,0,2321,0,1,0,0,1,0,0,1,3,1,820,2,0,1
"1,29E+23",1,0,131,0,138,0,232,0,1,0,0,0,0,0,1,3,1,25,47,0,1
"1,31E+23",1,1,1687,0,30827,1,54201,0,1,1,0,0,0,0,1,3,1,3300,0,0,1
"1,32E+22",1,1,2516,0,1666,1,4580,0,1,0,0,0,0,0,1,3,1,190,65,1,1
"1,31E+23",0,0,153,0,1378,1,361,0,0,0,0,0,0,0,1,3,1,15,54,0,1
"1,32E+23",0,1,471,0,170,0,79,0,1,0,0,1,0,0,1,3,1,9.4,73,1,1
"1,32E+23",1,1,914,0,226,0,210,0,1,0,0,0,0,0,0,3,1,16,2,0,0
"1,32E+23",1,1,527,0,224,0,3730,0,1,0,1,1,0,0,0,3,1,150,93,1,1
"1,33E+23",0,0,2437,0,3372,1,1005,0,0,0,0,0,0,0,0,3,1,190,5,0,0
"1,31E+23",0,0,1302,0,245,0,3504,0,1,0,0,0,0,0,1,3,1,310,45,1,1
"1,32E+23",1,0,3587,0,2581,1,1198,0,0,0,0,0,0,0,1,3,1,140,99,1,1
"1,22E+23",0,1,14,1,0,0,6,1,1,0,1,0,0,0,1,3,1,0,33,0,1
"1,19E+23",1,0,183,0,9,0,53,0,1,0,0,0,0,0,0,3,1,1,0,0,0
"1,22E+23",1,1,9,1,0,0,10,1,1,0,0,0,0,0,0,3,1,0,0,0,1
"1,22E+23",1,1,3858,0,180,0,72,0,1,0,1,0,0,0,0,3,1,2,84,1,1
"1,22E+23",0,0,22,1,1,0,5,1,1,0,0,0,0,0,0,3,1,0,0,0,1
"1,22E+23",0,1,105,0,0,0,1,1,1,0,1,0,0,0,0,3,1,0,0,0,1
"1,20E+22",1,1,4185,0,83,0,5,1,1,0,1,0,1,1,0,3,1,0,0,0,1
"1,19E+23",1,0,35,0,0,0,20,1,0,1,0,0,0,0,0,3,1,0,10,0,0
"1,19E+23",0,0,40,0,2,0,1,1,1,0,1,0,0,0,0,3,1,0,0,0,0
"1,29E+23",1,1,138,0,35,0,735,0,1,0,0,0,0,0,1,3,1,55,100,1,1
"1,29E+23",1,1,1961,0,1830,1,8837,0,0,0,0,1,0,0,1,3,1,750,80,1,1
"1,29E+23",1,1,19,1,51,0,212,0,0,1,1,0,0,0,0,3,1,14,69,1,1
"1,30E+23",1,1,158,0,92,0,1970,0,1,0,0,1,0,0,1,3,1,170,0,0,1
"1,30E+23",1,0,729,0,1003,1,19393,0,0,1,0,0,0,0,1,3,1,1600,3,0,1
"1,29E+23",1,0,378,0,110,0,2016,0,0,0,0,0,0,0,1,3,1,110,76,1,1
"1,30E+23",0,0,304,0,323,0,3713,0,1,0,0,0,0,0,1,3,1,440,0,0,0
"1,30E+22",1,0,476,0,344,0,3560,0,1,1,1,1,0,0,1,3,1,650,19,0,1
"1,24E+23",1,1,235,0,461,0,3944,0,0,1,1,1,0,0,1,3,1,330,64,1,1
"1,29E+23",0,0,36,0,0,0,80,0,0,0,1,0,0,0,0,3,1,120,64,1,1
"1,30E+23",0,0,113,0,21,0,492,0,0,0,0,0,0,0,0,3,1,3800,64,1,1
"1,30E+23",0,0,108,0,104,0,212,0,1,0,1,0,0,0,0,3,1,39,64,1,1
"1,29E+23",0,0,52,0,51,0,145,0,0,0,1,0,0,0,0,3,1,34,64,1,1
"1,28E+23",0,0,34,0,7,0,67,0,0,0,1,0,0,0,0,3,1,766,65,1,1
1291983175846002691,1,1,44,0,14,0,314,0,0,0,1,1,0,0,0,3,1,20.8,65,1,1
"1,28E+23",0,0,246,0,23,0,296,0,0,0,0,1,0,0,1,3,1,190,65,1,1
1301865219325456385,0,1,269,0,135,1,2471,0,1,1,1,0,0,0,0,3,1,33,65,1,1
"1,30E+22",0,0,136,0,227,0,7115,0,0,0,1,0,0,0,1,3,1,1.5,65,1,1
s,1,1,12,0,2,0,9,0,0,0,0,1,0,0,0,3,1,30.5,65,1,1
"1,19E+23",0,0,543,0,643,1,8501,0,0,0,1,0,0,0,0,3,1,12,65,1,1
"1,20E+22",0,0,237,0,280,0,1668,0,0,0,0,0,0,0,0,3,1,34.9,65,1,1
"1,22E+23",0,1,117,0,258,0,120,0,1,1,1,1,0,0,1,3,1,100,66,1,1
"1,22E+23",0,0,607,0,1741,0,5739,0,0,1,1,1,0,0,0,3,1,2900,66,1,1
"1,19E+23",1,0,501,0,357,0,2521,0,1,1,1,0,0,0,0,3,1,17,66,1,1
"1,24E+23",0,0,845,0,94,0,3549,0,1,0,1,0,0,0,0,3,1,17,66,1,1
"1,29E+23",0,0,170,0,3,0,1855,0,0,0,0,0,0,0,0,3,1,49,67,1,1
"1,30E+23",0,1,129,0,34,0,593,0,0,0,1,1,0,0,1,3,1,250,67,1,1
"1,36E+23",1,1,1373,0,203,0,9200,0,1,1,0,1,0,0,1,3,1,449,67,1,1
"1,29E+23",1,1,132,0,16,0,2999,0,1,0,1,1,0,0,1,3,1,12,67,1,1
"1,18E+22",0,0,520,0,525,0,17800,0,0,1,1,0,0,0,1,3,1,275.5,68,1,1
"1,30E+23",0,0,1953,0,68,0,9372,0,0,0,1,0,0,0,1,3,1,270,68,1,1
"1,30E+23",1,0,4377,0,4804,1,2885,0,1,0,0,0,0,0,1,4,1,170,48,0,1
"1,30E+23",1,0,234,0,36,0,16,1,1,0,0,0,0,0,1,4,1,0.95,100,1,1
"1,31E+23",1,0,69,0,15,0,257,0,0,0,0,0,0,0,0,4,1,18,14,0,0
"1,31E+22",1,1,882,0,2501,1,1716,0,1,0,0,0,0,0,0,4,1,20,1,0,1
"1,30E+23",1,1,21,1,23,0,86,0,1,0,0,0,0,0,0,4,1,4.1,1,0,0
"1,30E+23",1,1,209,0,56,0,140,0,0,0,1,0,0,0,0,4,1,6.6,41,0,0
"1,31E+23",0,0,2249,0,662,0,12769,0,0,1,0,0,0,0,0,4,1,190,34,0,0
"1,30E+23",1,0,1364,0,1513,1,757,0,1,0,0,0,0,0,0,4,1,18,82,1,1
"1,31E+23",1,1,1305,0,1311,1,27197,0,1,0,0,0,0,0,1,4,1,1300,100,1,1
"1,30E+23",0,1,1321,0,1311,1,410,0,0,0,0,0,0,0,0,4,1,22,11,0,0
"1,30E+23",1,1,2865,0,2846,1,7852,0,1,1,0,0,0,0,1,4,1,580,47,0,1
"1,30E+23",1,1,2174,0,2274,1,2792,0,1,0,0,0,0,0,0,4,1,120,35,0,0
"1,29E+23",1,0,488,0,494,0,312,0,1,0,0,0,0,0,1,4,1,20,16,0,1
"1,29E+23",1,1,1586,0,949,0,1684,0,1,0,0,0,0,0,1,4,1,19,11,0,1
"1,31E+23",1,1,511,0,509,0,2445,0,1,0,0,0,0,0,0,4,1,170,71,1,1
"1,31E+23",0,0,1826,0,2057,1,1728,0,0,0,0,0,0,0,1,4,1,62,56,0,1
"1,31E+23",0,0,118,0,66,0,106,0,1,0,1,0,0,0,1,4,1,5.8,100,1,1
"1,30E+23",1,1,38,0,1,0,12,1,1,0,0,0,0,0,1,4,1,0.56,25,0,1
"1,23E+23",1,1,55,0,0,0,78,0,1,0,0,0,0,0,0,4,1,1.4,100,1,1
"1,22E+23",1,1,7,1,0,0,258,0,1,0,1,0,0,0,0,4,1,5,97,1,1
"1,22E+23",1,1,622,0,28,0,92,0,1,0,0,0,0,0,0,4,1,2,13,0,1
"1,22E+23",0,0,54,0,0,0,4,1,1,0,0,0,0,0,0,4,1,0,0,0,0
"1,19E+23",0,1,36,0,0,0,13,1,1,0,1,0,0,0,0,4,1,0,0,0,1
"1,22E+23",1,0,303,0,14,0,164,0,0,0,0,0,0,0,1,4,1,4,2,0,0
"1,22E+23",1,0,74,0,0,0,1,1,1,0,1,0,0,0,0,4,1,0,0,0,1
"1,22E+23",1,0,292,0,157,0,1236,0,0,0,0,1,0,0,1,4,1,6,85,1,1
"1,22E+23",1,1,245,0,16,0,8,1,1,0,0,0,0,0,0,4,1,0,0,0,1
"1,28E+23",1,0,153,0,91,0,1527,0,1,0,0,1,0,0,0,4,1,86,8,0,0
"1,29E+23",1,1,99,0,25,0,673,0,1,0,0,0,0,0,0,4,1,23,48,0,0
"1,29E+23",0,0,74,0,57,0,2183,0,0,0,1,1,0,0,1,4,1,16,0,0,0
1296268007870586880,0,0,46,0,11,0,18,1,1,0,1,1,0,0,0,4,1,20.9,54,0,1
"1,29E+23",0,1,148,0,97,0,596,0,0,0,1,0,0,0,0,4,1,0.78,55,0,1
"1,30E+23",0,1,295,0,237,0,744,0,1,0,1,0,0,0,0,4,1,32.9,55,0,1
"1,29E+23",0,0,622,0,454,0,3028,0,0,0,1,0,0,0,0,4,1,6.1,55,0,1
1290201539881996288,0,1,83,0,61,0,434,0,0,0,1,0,0,0,0,4,1,92,56,0,1
"1,27E+23",0,0,290,0,233,0,57,0,1,0,1,0,0,0,0,4,1,186,56,0,1
"1,30E+23",0,0,881,0,826,0,2231,0,0,1,1,0,0,0,0,4,1,2.2,56,0,1
"1,28E+23",0,1,785,0,88,0,4785,0,0,0,0,0,0,0,0,4,1,7.6,56,0,1
"1,29E+23",0,0,100,0,57,0,1327,0,0,0,1,1,0,0,0,4,1,0.17,57,0,1
"1,30E+23",0,0,278,0,192,0,657,0,0,0,1,0,0,0,0,4,1,68.25,57,0,1
"1,30E+23",0,1,1144,0,141,0,7668,0,1,0,1,1,0,0,0,4,1,5.6,57,0,1
"1,29E+22",0,0,1335,0,113,0,5863,0,0,0,0,1,0,0,1,4,1,480,57,0,1
"1,29E+23",0,1,543,0,643,0,8501,0,0,1,1,0,0,0,1,4,1,540,57,0,1
"1,19E+23",0,0,698,0,639,0,398,0,0,0,1,0,0,0,1,4,1,198,58,0,1
"1,22E+23",0,1,558,0,62,1,6269,0,0,0,1,0,0,0,0,4,1,12,58,0,1
"1,29E+23",1,1,711,0,903,1,5634,0,1,1,1,0,0,0,0,4,1,79,59,0,1
"1,22E+23",0,0,113,0,14,0,166,0,0,0,1,0,0,0,1,4,1,100,59,0,1
"1,29E+23",1,1,646,0,1471,1,2485,0,0,1,1,0,0,0,0,4,1,12,59,0,1
"1,29E+23",0,0,384,0,330,0,2912,0,0,0,1,0,0,0,1,4,1,62,60,1,1
"1,29E+23",0,1,1138,0,1045,1,1791,0,0,0,1,0,0,0,0,4,1,0.09,60,1,1
"1,26E+23",0,0,764,0,644,0,5079,0,0,0,1,0,0,0,1,4,1,757.7,60,1,1
"1,28E+23",0,1,639,0,372,0,0,0,0,0,1,0,0,0,0,4,1,17,61,1,1
"1,13E+22",0,0,55,0,6,0,691,0,1,0,1,0,0,0,1,4,1,205,61,1,1
"1,26E+23",0,0,401,0,135,0,6587,0,0,0,1,1,0,0,1,4,1,14,61,1,1
"1,20E+23",0,1,200,0,820,0,10412,0,0,0,1,0,0,0,0,4,1,1.5,61,1,1
"1,29E+23",0,0,1834,0,260,1,8801,0,0,0,0,0,0,0,1,4,1,99,61,1,1
"1,85E+23",0,0,265,0,174,0,816,0,1,0,1,0,0,0,1,4,1,2200,61,1,1
"1,22E+23",0,0,729,0,130,1,5436,0,0,0,1,0,0,0,1,4,1,170,61,1,1
"1,29E+23",0,0,785,0,202,0,1051,0,1,0,0,1,0,0,1,4,1,590,62,1,1
"1,22E+23",0,0,1953,0,68,0,9372,0,0,0,0,1,0,0,1,4,1,730,63,1,1
"1,22E+23",1,0,1367,0,797,0,6151,0,0,0,1,0,0,0,0,4,1,33,63,1,1
"1,14E+23",1,0,134,0,108,0,6055,0,0,0,1,0,0,0,0,5,1,7.5,4,0,0
"1,29E+23",1,0,825,0,821,0,10869,0,1,1,0,0,0,0,1,5,1,650,1,0,1
"1,29E+23",0,0,2572,0,2788,1,27493,0,0,0,1,0,0,0,0,5,1,7400,7,0,0
"1,29E+22",1,1,688,0,29969,1,38474,0,1,1,0,0,0,0,1,5,1,2900,0,0,1
"1,29E+23",1,1,333,0,139,0,8627,0,1,0,1,1,0,0,1,5,1,93,51,0,1
"1,29E+23",1,0,219,0,116,0,865,0,1,0,0,1,0,0,1,5,1,84,100,1,1
"1,29E+23",1,0,2609,0,1224,1,128,0,0,0,0,1,0,0,0,5,1,5.7,13,0,0
"1,29E+23",1,1,369,0,439,0,1226,0,1,0,0,0,0,0,1,5,1,31,25,0,1
"1,29E+23",1,1,2310,0,2281,1,15288,0,0,0,0,0,0,0,1,5,1,750,65,1,1
"1,28E+23",1,1,1291,0,641,0,37,1,1,0,0,1,0,0,1,5,1,1.6,63,1,1
"1,30E+23",1,1,33,0,3,0,178,0,0,0,0,0,0,0,0,5,1,8.4,1,0,0
"1,30E+23",0,1,1908,0,1395,1,1114,0,0,1,0,0,0,0,0,5,1,240,2,0,0
"1,23E+23",0,1,449,0,376,0,3849,0,1,0,0,0,0,0,0,5,1,6.7,8,0,0
"1,29E+23",1,0,1132,0,1115,1,2128,0,1,0,0,0,0,0,0,5,1,130,26,0,0
"1,29E+23",0,1,1092,0,882,0,791,0,1,0,0,0,0,0,0,5,1,24,20,0,0
"1,29E+23",0,1,4534,0,4654,1,1626,0,1,0,0,0,0,0,0,5,1,63,23,0,0
"1,29E+23",0,1,1808,0,1802,1,4198,0,1,0,0,0,0,0,1,5,1,480,0,0,0
"1,22E+23",1,1,1357,0,75,0,86,0,1,0,0,0,0,0,0,5,1,2,20,0,1
"1,22E+23",0,0,522,0,23,0,225,0,0,0,0,0,0,0,0,5,1,5,26,0,0
"1,20E+23",0,0,91,0,41,0,310,0,0,0,0,1,0,0,0,5,1,5,6,0,0
"1,22E+23",0,0,77,0,51,0,25,1,1,0,0,1,0,0,0,5,1,1,20,0,0
"1,27E+21",1,1,668,0,462,0,3941,0,1,0,0,1,0,0,1,5,1,220,51,0,1
"1,27E+23",1,0,86,0,34,0,554,0,1,0,1,1,0,0,0,5,1,27,89,1,1
"1,27E+23",1,1,491,0,391,0,881,0,1,0,1,1,0,0,1,5,1,64,0,0,1
"1,27E+23",0,1,457,0,224,0,1097,0,1,0,0,1,0,0,1,5,1,50,10,0,1
"1,27E+23",0,1,648,0,403,0,3347,0,0,0,0,1,0,0,1,5,1,240,15,0,1
"1,27E+23",1,1,24,1,5,0,1125,0,0,0,0,0,0,0,0,5,1,46,3,0,0
"1,27E+23",1,1,845,0,882,0,10842,0,1,0,1,0,0,0,1,5,1,230,10,0,1
"1,27E+23",1,1,182,0,48,0,1533,0,1,0,0,0,0,0,0,5,1,74,8,0,0
"1,27E+23",1,1,154,0,19,0,917,0,1,0,0,0,0,0,0,5,1,53,37,0,0
"1,28E+23",0,1,28,1,53,0,647,0,1,1,1,0,0,0,0,5,1,0.35,47,0,1
"1,28E+22",0,0,111,0,39,0,651,0,0,1,1,0,0,0,0,5,1,33,47,0,1
"1,27E+22",0,0,86,0,45,0,118,0,0,0,1,1,0,0,0,5,1,1500,47,0,1
"1,28E+23",0,1,101,0,4,0,809,0,0,0,1,0,0,0,0,5,1,6.6,47,0,1
"1,26E+23",1,1,11,1,1,0,16,1,0,0,1,1,0,0,1,5,1,1600,47,0,1
"1,29E+23",0,0,644,0,485,0,3309,0,0,0,1,0,0,0,0,5,1,1100,48,0,1
"1,28E+23",0,0,781,0,761,0,6181,0,0,1,1,0,0,0,0,5,1,520,48,0,1
1280046474017955840,1,1,223,0,4,0,347,0,0,0,1,0,1,0,0,5,1,96,48,0,1
"1,28E+22",0,1,51,0,27,0,1362,0,0,0,1,1,0,0,0,5,1,660,48,0,1
1287078420023660544,1,1,61,0,27,0,282,0,1,0,1,1,0,0,0,5,1,43,48,0,1
"1,22E+23",0,0,270,0,116,0,4904,0,0,0,1,1,0,0,0,5,1,7,48,0,1
"1,28E+23",1,0,352,0,171,1,3538,0,0,0,1,0,0,0,0,5,1,60.5,49,0,1
"1,28E+23",0,0,438,0,1436,1,1409,0,0,1,1,0,0,0,1,5,1,45,49,0,1
"1,24E+23",0,1,286,0,3600,1,2216,0,0,1,1,0,0,0,1,5,1,19,49,0,1
"1,26E+23",0,0,796,0,796,0,2332,0,1,0,0,0,0,0,1,5,1,6.1,49,0,1
"1,28E+22",0,0,760,0,512,0,17200,0,0,1,1,0,0,0,0,5,1,1.6,50,0,1
1222039130370035712,0,1,200,0,188,0,2380,0,1,1,1,1,0,0,0,5,1,0.43,50,0,1
"1,22E+23",1,0,360,0,180,0,2159,0,0,0,1,1,0,0,0,5,1,2.1,51,0,1
"1,28E+23",0,0,55,0,37,0,39,0,0,0,1,0,0,0,0,5,1,6,51,0,1
"1,20E+23",0,0,1877,0,289,0,9977,0,0,0,0,1,0,0,1,5,1,0.85,51,0,1
"1,28E+22",0,0,1408,0,1113,1,8669,0,0,0,1,0,0,0,0,5,1,840,52,0,1
"1,28E+23",0,0,504,0,82,0,2332,0,0,0,0,0,0,0,1,5,1,110,52,0,1
"1,28E+23",0,0,444,0,447,0,544,0,0,0,1,0,0,0,1,5,1,37,53,0,1
"1,27E+23",0,0,3228,0,2850,1,14300,0,0,0,1,0,0,0,1,5,1,7.5,53,0,1
"1,28E+23",0,0,1746,0,441,0,3613,0,0,0,1,1,0,0,1,5,1,50,53,0,1
"1,28E+23",0,0,1323,0,277,0,12200,0,0,0,1,0,0,0,1,5,1,44,54,0,1
"1,37E+23",0,0,529,0,202,0,1245,0,1,0,1,1,0,0,1,5,1,2000,54,0,1
"1,31E+23",0,0,1,1,1,0,46,1,0,1,1,0,0,0,1,5,1,0.9,54,0,1
"1,28E+23",0,0,262,0,49,0,702,0,0,0,0,1,0,0,1,5,1,20,54,0,1
"1,25E+23",0,0,32,0,0,0,75,0,0,0,0,0,0,0,0,5,1,26.5,54,0,1
"1,28E+23",1,1,876,0,786,0,3246,0,0,0,0,0,0,0,1,6,1,60,32,0,1
"1,24E+23",1,0,284,0,48,0,14,1,1,0,0,0,0,0,1,6,1,0.33,7,0,1
"1,28E+23",1,0,973,0,676,0,215,0,1,0,0,0,0,0,1,6,1,12,85,1,1
"1,28E+23",1,1,105,0,3319,1,1357,0,1,0,0,0,0,0,1,6,1,310,0,0,1
"1,28E+23",1,1,1271,0,22201,1,36854,0,1,1,0,0,0,0,1,6,1,2700,0,0,1
"1,28E+23",0,1,3222,0,3169,1,5131,0,1,1,0,0,0,0,0,6,1,76,27,0,1
"1,20E+23",1,1,214,0,75,0,743,0,1,0,0,0,0,0,0,6,1,4.3,42,0,0
"1,28E+23",0,0,368,0,80,0,262,0,1,0,0,0,0,0,0,6,1,35,10,0,0
"1,28E+23",0,0,184,0,53,0,2046,0,0,0,0,0,0,0,0,6,1,67,100,1,1
"1,29E+23",1,1,262,0,17,0,1545,0,0,0,0,0,0,0,0,6,1,42,99,1,1
"1,28E+23",1,0,67,0,13,0,299,0,1,0,0,0,0,0,0,6,1,8.8,2,0,0
"1,15E+23",1,1,7324,0,7850,1,18918,0,1,0,0,0,0,0,0,6,1,210,0,0,0
"1,29E+23",1,1,189,0,24,0,351,0,1,0,1,0,0,0,0,6,1,12,57,0,0
"1,22E+21",1,0,111,0,10,0,29,1,1,0,1,0,0,0,0,6,1,1,0,0,1
"1,22E+23",1,1,87,0,7,0,68,0,0,0,1,0,0,0,0,6,1,2,25,0,1
"1,22E+23",0,0,216,0,5,0,5,1,1,0,0,0,1,0,0,6,1,0,0,0,1
"1,26E+23",1,0,916,0,1010,1,4598,0,1,0,0,0,0,0,1,6,1,460,10,0,1
"1,26E+23",1,1,1760,0,1702,1,10800,0,1,0,0,1,0,0,1,6,1,130,63,1,1
"1,26E+23",0,0,642,0,308,0,2499,0,1,0,0,1,0,0,1,6,1,150,100,1,1
"1,26E+23",1,1,945,0,916,0,2261,0,1,0,0,1,0,0,0,6,1,53,27,0,1
"1,26E+23",0,0,98,0,48,0,2812,0,0,1,1,1,0,0,1,6,1,170,14,0,1
"1,27E+23",0,1,408,0,4,0,3115,0,1,0,0,0,0,1,1,6,1,92,91,1,1
"1,26E+23",1,0,553,0,576,0,12144,0,1,0,0,0,0,0,1,6,1,170,16,0,1
"1,28E+23",0,0,421,0,368,0,1079,0,0,0,1,0,0,0,0,6,1,210,37,0,1
"1,26E+23",1,1,58,0,57,0,11,0,0,0,1,0,0,0,0,6,1,2.9,37,0,1
"1,27E+23",0,0,68,0,22,0,109,0,1,0,1,0,0,0,0,6,1,32,38,0,1
"1,26E+23",1,1,220,0,180,0,175,0,0,0,1,0,0,0,0,6,1,12,38,0,1
"1,26E+23",0,0,806,0,276,0,17490,0,1,0,1,1,0,0,0,6,1,36,38,0,1
"1,28E+22",0,0,255,0,51,0,650,0,0,0,1,1,0,0,0,6,1,90,38,0,1
"1,24E+23",1,1,31,0,6,0,31,0,0,0,1,0,0,0,0,6,1,0.57,39,0,1
1247896073592385542,0,0,72,0,0,0,4,1,0,0,0,0,0,0,0,6,1,14,40,0,1
"1,27E+23",0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,6,1,20,40,0,1
1217002020441219072,0,0,1565,0,425,0,18477,0,0,0,1,1,0,0,1,6,1,1.6,40,0,1
106021372,1,1,444,0,447,0,544,0,0,0,1,1,0,0,1,6,1,0.1,40,0,1
"1,27E+23",0,0,210,0,210,0,10300,0,0,1,1,0,0,0,1,6,1,23.8,41,0,1
"1,27E+23",0,1,786,0,708,1,45799,0,1,1,1,0,0,0,1,6,1,32,41,0,1
"1,27E+23",1,0,603,0,153500,1,53300,0,0,1,1,0,0,0,1,6,1,120,41,0,1
"1,27E+23",0,0,938,0,384,0,7373,0,0,0,1,1,0,0,1,6,1,25,41,0,1
"1,22E+23",1,0,295,0,383,0,10817,0,0,0,0,1,0,0,1,6,1,65,42,0,1
"1,26E+23",0,0,1324,0,1067,1,17500,0,1,1,1,0,0,0,0,6,1,35,42,0,1
"1,20E+23",0,1,74,0,125,0,9431,0,0,0,1,0,0,0,1,6,1,258,43,0,1
"1,27E+23",0,0,128,0,47,0,571,0,0,0,1,1,0,0,1,6,1,740,43,0,1
"1,28E+23",0,0,558,0,62,0,6269,0,0,0,1,0,0,0,0,6,1,23,43,0,1
"1,26E+23",0,0,1475,0,1204,1,3802,0,0,0,1,0,0,0,0,6,1,1.2,44,0,1
"1,27E+23",0,1,1368,0,1610,0,20265,0,1,0,1,0,0,0,0,6,1,15,44,0,1
"1,04E+23",0,0,236,0,136,0,4469,0,0,0,1,1,0,0,1,6,1,430,45,0,1
1268378212385452037,0,0,422,0,233,0,7380,0,0,1,1,1,0,0,0,6,1,25.6,45,0,1
"1,39E+23",0,0,944,0,100,0,4566,0,0,0,1,0,0,0,1,6,1,7.9,45,0,1
"1,35E+23",0,0,117,0,258,0,120,0,1,0,0,0,0,0,1,6,1,1.1,45,0,1
"1,38E+22",0,0,931,0,816,0,5686,0,0,0,0,0,0,0,1,6,1,13,45,0,1
"1,27E+23",0,0,1758,0,161,0,10986,0,0,0,0,1,0,0,1,6,1,2000,46,0,1
s,0,0,117,0,53,0,2458,0,0,0,1,1,0,0,0,6,1,17.5,46,0,1
"1,28E+23",0,0,2085,0,2565,1,7650,0,1,1,0,0,0,0,0,7,1,460,10,0,0
"1,27E+23",1,0,750,0,723,0,671,0,1,0,0,0,0,0,0,7,1,15,3,0,0
"1,27E+23",1,0,122,0,134,0,268,0,1,0,0,0,0,0,1,7,1,13,10,0,1
"1,27E+23",1,1,1,1,93295,1,21207,0,1,0,0,0,0,0,1,7,1,640,0,0,1
"1,27E+23",1,1,860,0,8437,1,1121,0,1,1,0,0,0,0,0,7,1,17,11,0,1
"1,27E+23",1,0,124,0,31,0,1998,0,1,0,0,0,0,0,1,7,1,59,29,0,1
"1,27E+23",1,0,534,0,518,0,4255,0,1,0,0,0,0,0,0,7,1,190,16,0,0
"1,27E+23",0,1,5621,0,5631,1,2837,0,1,0,0,0,0,0,0,7,1,30,9,0,0
"1,27E+23",1,0,823,0,626,0,265,0,1,0,0,0,0,0,0,7,1,64,68,1,1
"1,27E+23",1,0,2441,0,1942,1,3758,0,1,0,0,0,0,0,0,7,1,200,36,0,0
"1,27E+23",0,1,5674,0,5694,1,2854,0,1,0,0,0,0,0,0,7,1,25,9,0,0
"1,27E+23",0,1,703,0,585,0,592,0,1,0,0,0,0,0,0,7,1,100,52,0,1
"1,28E+23",0,1,36,0,25,0,77,0,1,0,0,0,0,0,1,7,1,7600,99,1,1
"1,27E+23",1,1,250,0,181,0,33,1,1,0,0,0,0,0,1,7,1,28,100,1,1
"1,27E+23",1,1,19,1,7,0,26,1,1,0,0,1,0,0,1,7,1,0.45,47,0,1
"1,22E+23",1,1,63,0,2,0,6,1,1,0,0,0,1,0,0,7,1,0,0,0,1
"1,24E+23",1,0,61,0,15,0,14,1,1,0,0,0,0,0,0,7,1,0,93,1,1
"1,22E+23",0,1,4,1,1,0,8,1,1,0,1,0,0,0,0,7,1,0,0,0,1
"1,22E+23",0,0,2,1,0,0,197,0,0,0,0,0,0,0,0,7,1,5,60,0,0
"1,22E+22",0,0,69,0,9,0,92,0,1,0,0,0,0,0,0,7,1,2,64,1,0
"1,22E+23",0,0,6,1,0,0,32,1,1,0,0,0,0,0,0,7,1,1,9,0,1
"1,22E+21",1,1,1373,0,166,0,136,0,0,0,0,0,0,0,0,7,1,3,1,0,0
"1,25E+22",1,1,9,1,16,0,1975,0,1,0,0,0,0,0,1,7,1,53,0,0,1
